10004023;20004023	
10004024;20004024	
10004025;20004025	
10004026;20004026	
10004027;20004027	
10004028;20004028	
10004029;20004029	
10004030;20004030	
10004031;20004031	
10004032;20004032	
10004033;20004033	
10004034;20004034	
10004035;20004035	
10004036;20004036	
10004037;20004037	
10004038;20004038	
10004039;20004039	
10004040;20004040	
10004041;20004041	
10004042;20004042	
10004043;20004043	
10004044;20004044	
10004045;20004045	
10004046;20004046	
10004047;20004047	
10004048;20004048	
10004049;20004049	
10004050;20004050	
10004051;20004051	
10004052;20004052	
10004053;20004053	
10004054;20004054	
10004055;20004055	
10004056;20004056	
10004057;20004057	
10004058;20004058	
10004059;20004059	
10004060;20004060	
10004061;20004061	
10004062;20004062	
10004063;20004063	
10004064;20004064	
10004065;20004065	
10004066;20004066	
10004067;20004067	
10004068;20004068	
10004069;20004069	
10004070;20004070	
10004071;20004071	
10004072;20004072	
10004073;20004073	
10004074;20004074	
10004075;20004075	
10004076;20004076	
10004077;20004077	
10004078;20004078	
10004079;20004079	
10004080;20004080	
10004081;20004081	
10004082;20004082	
10004083;20004083	
10004084;20004084	
10004085;20004085	
10004086;20004086	
10004087;20004087	
10004088;20004088	
10004089;20004089	
10004090;20004090	
10004091;20004091	
10004092;20004092	
10004093;20004093	
10004094;20004094	
10004095;20004095	
10004096;20004096	
10004097;20004097	
10004098;20004098	
10004099;20004099	
10004100;20004100	
10004101;20004101	
10004102;20004102	
10004103;20004103	
10004104;20004104	
10004105;20004105	
10004106;20004106	
10004107;20004107	
10004108;20004108	
10004109;20004109	
10004110;20004110	
10004111;20004111	
10004112;20004112	
10004113;20004113	
10004114;20004114	
10004115;20004115	
10004116;20004116	
10004117;20004117	
10004118;20004118	
10004119;20004119	
10004120;20004120	
10004121;20004121	
10004122;20004122	
10004123;20004123	
10004124;20004124	
10004125;20004125	
10004126;20004126	
10004127;20004127	
10004128;20004128	
10004129;20004129	
10004130;20004130	
10004131;20004131	
10004132;20004132	
10004133;20004133	
10004134;20004134	
10004135;20004135	
10004136;20004136	
10004137;20004137	
10004138;20004138	
10004139;20004139	
10004140;20004140	
10004141;20004141	
10004142;20004142	
10004143;20004143	
10004144;20004144	
10004145;20004145	
10004146;20004146	
10004147;20004147	
10004148;20004148	
10004149;20004149	
10004150;20004150	
10004151;20004151	
10004152;20004152	
10004153;20004153	
10004154;20004154	
10004155;20004155	
10004156;20004156	
10004157;20004157	
10004158;20004158	
10004159;20004159	
10004160;20004160	
10004161;20004161	
10004162;20004162	
10004163;20004163	
10004164;20004164	
10004165;20004165	
10004166;20004166	
10004167;20004167	
10004168;20004168	
10004169;20004169	
10004170;20004170	
10004171;20004171	
10004172;20004172	
10004173;20004173	
10004174;20004174	
10004175;20004175	
10004176;20004176	
10004177;20004177	
10004178;20004178	
10004179;20004179	
10004180;20004180	
10004181;20004181	
10004182;20004182	
10004183;20004183	
10004184;20004184	
10004185;20004185	
10004186;20004186	
10004187;20004187	
10004188;20004188	
10004189;20004189	
10004190;20004190	
10004191;20004191	
10004192;20004192	
10004193;20004193	
10004194;20004194	
10004195;20004195	
10004196;20004196	
10004197;20004197	
10004198;20004198	
10004199;20004199	
10004200;20004200	
10004201;20004201	
10004202;20004202	
10004203;20004203	
10004204;20004204	
10004205;20004205	
10004206;20004206	
10004207;20004207	
10004208;20004208	
10004209;20004209	
10004210;20004210	
10004211;20004211	
10004212;20004212	
10004213;20004213	
10004214;20004214	
