false,1,2,false,duplex,100,3000,1,51,false
true,2,3,true,triplex,101,3001,2,52,true
false,3,4,false,loft,102,3002,3,53,false
true,4,5,true,maisonette,103,3003,4,54,true
false,5,6,false,investment,104,3004,5,55,false
true,6,7,true,professional,105,3005,6,56,true
false,7,8,false,duplex,106,3006,7,57,false
true,8,9,true,triplex,107,3007,8,58,true
false,9,10,false,loft,108,3008,9,59,false
true,10,11,true,maisonette,109,3009,10,60,true
false,11,12,false,investment,110,3010,11,61,false
true,12,13,true,professional,111,3011,12,62,true
false,13,14,false,duplex,112,3012,13,63,false
true,14,15,true,triplex,113,3013,14,64,true
false,15,16,false,loft,114,3014,15,65,false
true,16,17,true,maisonette,115,3015,16,66,true
false,17,18,false,investment,116,3016,17,67,false
true,18,19,true,professional,117,3017,18,68,true
false,19,20,false,duplex,118,3018,19,69,false
true,20,21,true,triplex,119,3019,20,70,true
false,21,22,false,loft,120,3020,21,71,false
true,22,23,true,maisonette,121,3021,22,72,true
false,23,24,false,investment,122,3022,23,73,false
true,24,25,true,professional,123,3023,24,74,true
false,25,26,false,duplex,124,3024,25,75,false
true,26,27,true,triplex,125,3025,26,76,true
false,27,28,false,loft,126,3026,27,77,false
true,28,29,true,maisonette,127,3027,28,78,true
false,29,30,false,investment,128,3028,29,79,false
true,30,31,true,professional,129,3029,30,80,true
false,31,32,false,duplex,130,3030,31,81,false
true,32,33,true,triplex,131,3031,32,82,true
false,33,34,false,loft,132,3032,33,83,false
true,34,35,true,maisonette,133,3033,34,84,true
false,35,36,false,investment,134,3034,35,85,false
true,36,37,true,professional,135,3035,36,86,true
false,37,38,false,duplex,136,3036,37,87,false
true,38,39,true,triplex,137,3037,38,88,true
false,39,40,false,loft,138,3038,39,89,false
true,40,41,true,maisonette,139,3039,40,90,true
false,41,42,false,investment,140,3040,41,91,false
true,42,43,true,professional,141,3041,42,92,true
false,43,44,false,duplex,142,3042,43,93,false
true,44,45,true,triplex,143,3043,44,94,true
false,45,46,false,loft,144,3044,45,95,false
true,46,47,true,maisonette,145,3045,46,96,true
false,47,48,false,investment,146,3046,47,97,false
true,48,49,true,professional,147,3047,48,98,true
false,49,50,false,duplex,148,3048,49,99,false
true,50,51,true,triplex,149,3049,50,100,true
